,Published Date,Story Name,Story,Author
490,2019-02-26T21:28:35+0000,The Dress I Can’t Throw Away,"When I was 15, I bought a white dress at a store called “Tree of Life.” I told my best friend that one day I would marry her in it. We laughed, which hurt me, though I couldn’t figure out why. Eventually, I worked it out and told her the truth: None of it had ever been a joke. In the same sentence, she told me she loved me but we could never happen — girls didn’t marry other girls. In 2017, when marriage equality passed in Australia, she was the first person I thought of, my first great love. I’ve kept the white dress. I don’t think I could ever throw it away. — Eleanor Gerrard",Eleanor Gerrard
491,2019-02-26T21:28:35+0000,I Married a “Yes” Man,"The sniffer dog at Sydney Airport detected the forgotten apple buried deep in my husband’s backpack. (Two trips before, my dearest had mistakenly ticked all the “yes” boxes on the immigration card. Tuberculosis: yes. Biological specimens: yes. Firearms: yes. Illicit drugs: yes. “Mate,” sighed the immigration officer. “The fellow before you only spoke German and he got it right.”) I worked my jet-lagged child’s foot into a sneaker, wondering how it came to pass that I am saddled with such a travel partner. Oh yes, it was a proposal — at an airport. I hope we’re always traveling together. — Kate Palmer",Kate Palmer
492,2019-02-26T21:28:35+0000,Wedding Apocalypse,"A December wedding planned to a tee. Flowering Eucalyptus gums dripped with pink and orange. Cicadas roared. The menu was Thai, the wine organic, the air so humid my earrings slipped off my lobes. We shot photos by the Hawkesbury River as the storm rolled in, drawing closer with each shutter snap. Guests turned to look, then edged toward the barn. Dark rain on the water, lightning on the bank. “Time to bail,” said our photographer, hopping down the hill. “This is the best apocalypse I’ve ever attended,” said a friend, soaked, pulling the barn door shut with a screech. — Sophie McComas",Sophie McComas
493,2019-02-19T20:15:56+0000,Looking for a Corporate Sponsorship,"We met in the back of a shared Uber. I was coming from a progressive political rally. She was coming from a work happy hour. Tipsy, she moaned longingly at my McFlurry. I asked if she wanted some. She did. We flirted as the passenger in the front seat was dropped off. She asked the driver if she should get out with me. The driver said we lived near each other. We kissed to make sure it was worth it. It was. Eight months later, we can’t get Uber to sponsor our love. Uber? McDonalds? Are you there? Let’s synergize. — Sam Bonar",Sam Bonar
494,2019-02-19T20:15:56+0000,"“Come Back, Come Back, Come Back”","My brother going off to war in Afghanistan — a modern Odysseus — unexpectedly transformed me into Penelope. Just as Penelope wove a never-ending shroud while she waited for her soldier to come home, I developed a new and sudden obsession with knitting, winding yarn around needles to make him an endless stream of impractical and unwanted accessories — scarves, gloves, even a camouflage hat (with pom-poms). Powerless to protect him, I turned the rows of stitches into my rosary: “Come back, come back, come back.” Once he was home I put down my needles, permanently. — Kate Sturla",Kate Sturla
495,2019-02-19T20:15:56+0000,She Wore My Thong,"It was my first wedding with her as my plus-one, and we were first on the dance floor. When the D.J. played “Low” by Flo Rida, I dropped it so low that I split my pants. We went to the women’s bathroom to survey the damage. It was pretty bad. She could see my whole butt, especially when I tried out some dance moves. She’d never worn a thong before, but the situation was dire. So we swapped. I pulled on her full-coverage underwear, she slid on my thong, and we headed back out to dance. — Jessica Hackel",Jessica Hackel
496,2019-02-19T20:15:56+0000,My Main Men as Meals,"My first boyfriend, Howie, was matzo ball soup: warm and homey, wonderful on a cold, wintry day, but not a lot of sex appeal. My previously married ex-husband, John, was leftover Chinese food: so compelling in the refrigerator, but you were always sorry after you ate it. Vinnie, pizza-maker and “transition man,” was a banquet verging on bacchanal: destined to create heartburn but impossible to stop eating. My now and hopefully forever man, Charles, is bran flakes sprinkled with a few Lucky Charms: He keeps me regular and, on most days, is magically delicious. — Jill Lipton",Jill Lipton
497,2019-02-19T20:15:56+0000,"First the Ugly, Then the Beauty","We met on an app. I chose my favorite brewery for our first date. When he ordered only water to drink while I enjoyed a few beers, I prodded. With neither hesitation nor shame, he laid out his demons: four years in recovery from heroin and alcohol addiction. Then I laid out mine: 10 years recovering from eating disorders. Within 15 minutes, we knew all of each other’s ugly parts. We’ve spent the rest of our time together discovering the beautiful ones. — Ally Petrilla",Ally Petrilla
498,2019-02-12T20:06:57+0000,They Took My Guts,"On Valentine’s Day, there was a sharp pain where there shouldn’t be. It had taken guts to call off my engagement, and that’s exactly what it cost me. “Your colon has to come out,” the doctors said. I wanted to tell them to take my heart too. Two weeks after I discovered my fiancé’s secret addiction, stress worsened my colitis to the point that I needed emergency surgery. My parents slept upright in plastic chairs next to my hospital bed. Mom’s hand moved over mine, and Dad’s body slumped toward the monitor. This is love, this is love, went my heart. — Bethany Sales",Bethany Sales
499,2019-02-12T20:06:57+0000,Can’t Bear to Be Without You,"Downtown Seattle, 1995. Me: at work, feeling hopeless about marriage. On Valentine’s Day! I’m agonizing. Should we split up? Him: on a city bus headed my way to answer that question. Teddy bear: gigantic, almost bigger than us both, sitting next to him. People point, laugh, cajole. Teddy, with red bow tie, was found in store window marked “Not for Sale.” A sad man made generous offer to the store owner, who said, “Yes.” In my office, a man carrying a bear walks in, hands me a Valentine that says: “We cannot bear a future without you. Be ours, forever?” I say, “Yes!” — Diana Petra Perkins",Diana Petra Perkins
500,2019-02-12T20:06:57+0000,Our Goodbye,"In November 2013, my husband Jon ran the New York City Marathon. In February 2014, he was hospitalized for a seizure. At 51, he discovered that he had Creutzfeldt-Jakob disease, a monstrous, degenerative brain disorder. Within a week, Jon lost the ability to move his limbs and speak. But on Valentine’s Day he was still able to hold my hand and form his lips into a kiss. This photo, taken by our son, Henry, captures the final page of our 28-year story, where we felt the warmth of each other’s skin, took in each other’s gaze and began our goodbye. — Joyce Rutter Kaye",Joyce Rutter Kaye
501,2019-02-12T20:06:57+0000,"He Couldn’t Stop Saying, “Happy Valentine’s Day!”","It was the first time in a long time that I had no Valentine. I expected to be miserable all day, but the opposite occurred. I worked for an industrial hygiene company. We were testing the soil for PCBs at the construction site of the future Pennsylvania Convention Center. I was sitting at my desk, waiting for test results, when a guy named Greg from the lab called. Every time we spoke, Greg said, “Happy Valentine’s Day!” By the third time, I started smiling. We spoke 13 times that day — by the end of which, we had a date. — Catherine Pennebaker",Catherine Pennebaker
502,2019-02-12T20:06:57+0000,Singing Through the Blizzard,"During a Valentine’s Day blizzard, I hired a singing telegram for my girlfriend. The singer arrived far later than planned in a velvet cape and gown that was covered in snow. She sang to us in our living room and then swirled back into the night. We marveled at how she made it to us at all. Twelve years later, I don’t remember what songs she sang, but I remember the feeling of that day: in bed, in love, the thickness of the world outside. Come spring, the snow melted and we split, but I still dream about her. — Amanda Blix",Amanda Blix
503,2019-02-05T20:26:58+0000,More Than Broken Kitchenware,"Our first night living together, Steve accidentally broke my small colander. It was the first purchase I’d made for my college-bound self the summer after my mother’s suicide. I had coped with her death with a controlled self-sufficiency. Watching that piece of plastic fly out of Steve’s hands and crack on the floor, I felt my fragile facade of security breaking too. But amid my tears, Steve only wanted to understand why a $12 piece of kitchenware was connected to my pain. He isn’t scared to peek into the darkest layers of my life. Steve sees me as my full self. — Elizabeth Jones",Elizabeth Jones
504,2019-02-05T20:26:58+0000,“Who Are You Sleeping With?”,"My husband is Thai by birth and I’m American. He is not demonstrative. That’s part cultural and part who he is. When we were first married I needed to hear the words, but I got used to looking for other signs of his love, such as him cooking my favorite Thai dishes. Twenty years married, we were sitting at a sushi bar waiting for our food when he turned to me and said, “I love you.” Shocked, I said, “Who are you sleeping with?” This November we’ll be married 50 years. I think he loves me. — Lee Chinalai",Lee Chinalai
505,2019-02-05T20:26:58+0000,A Small Hand in Mine,"At first, she was the little face I saw in pictures when her mother and I began dating. When the time was right, she was the tiny body standing cautiously in the corner of the living room — wondering, waiting. Before long, she was the small hand in mine as we crossed the street, the smile to prove she had brushed her teeth and the curious voice whispering until we fell asleep. It began to feel as if she were mine. Now, six months after the split with her mother, I realize she was not mine. But I loved her. — Nicole DeMouth",Nicole DeMouth
506,2019-02-05T20:26:58+0000,“Just” a Cop,"After dating too many fellow lawyers, men unduly concerned about whether I was smarter than them (yes), made more money (rude) or was funnier (duh!), I wondered about sperm donors. Then I met Bert. The exes would have called him “just” a cop. Hellishly good-looking, irrevocably calm and a quiet observer who missed nothing, he was smarter but didn’t need anyone to know it. With so little for him to prove, our income differential was like a height variation: inconsequential when lying down. Thirty years and two children later we’re still the right amount of same, the right amount of different. — Gillian Parson",was
507,2019-02-05T20:26:58+0000,A Rhyming Love Poem,"Friends since childhood with a little crush, until one fall evening when it became too much. A lingering hug led to a kiss — that turned into passion, compounded by bliss. For 35 years we ignored each other (I a procurement agent, she a mother). But as you can tell from our humble pic, you want a love story, this is it! So consider my poem from beginning to end: “The Story of Clay and Rosalind.” — Clay Luckett",Clay Luckett
508,2019-01-29T20:10:11+0000,What I Have Now,"Things I used to have: A tidy resume. Unfettered relationships. Nice hair. A paycheck. An almost complete disregard for anyone besides myself. A fully intact perineum. Steadfast opinions on child rearing. A self-regulating internal body temperature. A vague disdain for that mother who would “work from home” on Fridays even though our office did not have an established work-from-home-on-Fridays policy. An unwavering reverence for that old chestnut of the capitalist patriarchy, “I can have it all!” The slightest idea of who I am, or who I will become. Things I have now: A baby. — Lesley Foster",can
509,2019-01-29T20:10:11+0000,Waiting for Frieda,"After everyone had gone to bed, my 96-year-old Aunt Frieda would slip on her red, high-heel slippers, peek out of her nursing home door and run naked to her beloved Shottsy, a fellow resident. In her mind he was my Uncle Joe, her husband who died 30 years before. Shottsy would expect my aunt’s visits, lying under his covers in anticipation. One night Aunt Frieda surprised him. Shottsy shrieked when she arrived. Aunt Frieda had the cake frosting from her dinner tray spread across her breasts. The nursing home called me with concern. Aunt Frieda insisted it was their anniversary. — Maya Balle",Maya Balle
510,2019-01-29T20:10:11+0000,“Love Is My Husband Rubbing My Mother’s Feet”,"The most grueling, rewarding and loving act you can perform is to help keep someone alive. When I found the love of my life, he immediately signed up for this journey. We knew we would do everything we could to care for my mother and, eventually, we would watch her die. For us, love isn’t chocolates and date nights and expensive trips. Love is my husband rubbing my mother’s feet after her bath, making her laugh as he pretends she is kicking him in the stomach, helping her take her medicine and holding me after she was gone. — Jessica McLean",Jessica McLean
511,2019-01-29T20:10:11+0000,“A Breakfast Betrayed”,"We had been married just a few weeks. I used up the last of the milk one morning and left for work while my husband was still in the shower. I returned that evening to find an art installation on the table, labeled in neat handwriting on a folded-over notecard: “A Breakfast Betrayed. 1993. Wheat on ceramic.” Next to it was the bowl of cereal my husband had poured for himself — sitting milkless. For more than 25 years, we have continued to treat domestic annoyances with humor. Our love has lasted; but even better, so has the fun. — Mary Janevic",Mary Janevic
512,2019-01-29T20:10:11+0000,"New Announcement, New Name, Still Ours","When you were born, we sent announcements — name, weight, date — engraved on thick white cards with pale pink stripes and polka dots. “It’s a girl,” we said. We were thrilled. Now, 16 years later, so much is new. The pink was wrong. The name was too. This time, we know. It’s a boy. There will be no pastel stationery. This time, we are telling everyone, face to face. He’s ours. — Maria Blackburn",Maria Blackburn
513,2019-01-22T20:30:01+0000,Roller Derby Romance,"I was a single mother working a full-time day job and helping run my roller derby league. I did not trust men, especially in the mostly female space I had co-founded, which was keeping me going after a trying divorce. But Hal was genuine and kind to everyone, and made no demands. He went from fan to volunteer to friend to lover to guy who dropped his entire life to drive me to Missouri to care for my dying mother. I realized I’d be an idiot not to spend the rest of my life with him. — Amy Callner",Amy Callner
514,2019-01-22T20:30:01+0000,Can I Take Your Picture?,"When the days are so long and you finally get to the weekend and realize it’s been months since you have been out with your partner without your little one too (beloved though she is), a stranger asks, “Hey, when is the last time you took a photo together?” You smile because you can’t remember when the last time was, and you do find him pretty cute even if you two fight sometimes and say things you shouldn’t. The camera flashes, and you come back to each other and to the fact that love doesn’t fail even when you do. — Fantasia Norse",— Fantasia Norse
515,2019-01-22T20:30:01+0000,"“I Gout You, Babe”","The relationship had one big hurdle: my drinking. Alcohol was my evening crutch, and if that meant passing out by 8 p.m. every night, then so be it. But she stuck with me. Why, I don’t really know. Finally, one day, intense foot pain arose. “It’s gout,” said the doctor. “No more beer — try water instead.” The drinking subsided, the relationship soared and bad puns filled in where the booze had been. “I really like the footing on which we find ourselves,” I’d say via text, to which she’d reply, “I gout you, babe.” — Josh Lefkowitz",Josh Lefkowitz
516,2019-01-22T20:30:01+0000,"Traveling 6,584 Miles to Meet Me","When I was young and had trouble sleeping, I would ask my mother to tell me the story of how she and my father traveled 6,584 miles to meet me at an orphanage in Hefei, China. I used to think the adoption process was easy, until years later when I went into our family’s safe and found the detailed essays that my mother and father had written explaining why they wanted to become parents. These documents remind me that our family is connected not by blood but by my parents’ love and their determination to make our family whole. — Lucy Sears",Lucy Sears
517,2019-01-22T20:30:01+0000,I Love a Man With an Anchor Tattoo,"Before leaving my studio apartment in Queens, I emailed my friends: “When I come back from Maine, I’ll bring home a lobsterman with an anchor tattoo.” I was joking, but then I spotted him — head to toe in yellow oilskins (just like a guy on a frozen fish box), climbing off his vintage Honda motorcycle. I turned to my girlfriends and immediately called dibs. Now, when he gets home from a day of fishing, our son runs into his arms, the right one tattooed with an anchor. — Laura Serino",Laura Serino
518,2019-01-15T20:00:01+0000,Most Important Photo Ever,"Neither of us wanted to be at our high school reunion. I was worried I would have to retell the story of my high school sweetheart’s death to pancreatic cancer over and over. He was recently separated after years of being in an unhappy marriage. We didn’t know each other in high school, but 30 years later there we were, two lonely souls circling each other in a crowded room for hours until he took a photograph of me. We talked for two minutes, and it turned into a second lifetime. “The most important photo I’ve ever taken,” he said. — Stacey Paterson-Korynkiewicz",Stacey Paterson-Korynkiewicz
519,2019-01-15T20:00:01+0000,Boy Meets Girl. Girl and Girl Remain Madly in Love.,"Boy meets girl. They date in college. Boy drops bombshell by taking job offer in Japan. Did she want to join? Girl thinks it over and decides to take a chance. They move to Japan, then the Philippines, then back to the United States. Boy becomes girl. Girl and girl remain madly in love years later. — Ash Kline",Ash Kline
520,2019-01-15T20:00:01+0000,"The Happiest, Cheekiest, Most Squirmy Child","My tiny love story begins with a tiny boy. A three-months-early boy. A 12-surgeries-in-his-first-14-days boy. My cerebral palsy brother boy. The happiest, cheekiest, most squirmy child ever to exist. Now 13, he brightens a room with his smile. His robotic slurs are laced with sarcasm, and a quick wit belies his youth. We argue about who loves “Scooby-Doo” more, dance while he’s in his wheelchair, share treats. “I love you,” he says, and then: “Just kidding.” What a tease. — Cierra Waters",Cierra Waters
521,2019-01-15T20:00:01+0000,Luckily There Was No Facilitator,"It was 2000. I was a sad, middle-aged social worker nervously attending a divorce support group at an Episcopal Church in Atlanta. Only one other person was there, a man my age, talkative. We purged our agony for hours and I thought, “Geez, this facilitator is so self-disclosing.” Then he said, “How long have you been running this group?” The real leader never came that day we shared our heartache and felt the first frisson of love. We laughed all the way to the parking lot and never went back to the group. — Moira Keller",Moira Keller
522,2019-01-15T20:00:01+0000,The Folly of Date Night,"Date night! Tonight we are free! No bottoms to wipe or mouths to feed; it’s just you and me. “We should go out,” I say. “Run naked in the rain, make love on a train or something?” But we don’t. Instead, we look at pictures of the children on our phones until we fall asleep. — Emily Jane-Clark",Emily Jane-Clark
523,2019-01-08T16:41:23+0000,After the Fire,"My whole hand used to fit in my mother’s palm. When I was sad and scared, she would squeeze me tight and say it’s all going to be all right. Now I’m 24. My parents lost everything in Northern California’s Tubbs Fire in October 2017. Both surgeons, they are strong and brave, but sometimes wake up at night in their temporary home with nightmares of the recent deadly fires. I can’t bring back their treasures or take away their stress, but I can tell them I love them and hold my mother’s hand like she once held mine. — Siena Canales",Siena Canales
524,2019-01-08T16:41:23+0000,“You Can’t Escape Heartbreak or Capitalism”,"We had broken up outside of Cold Stone Creamery, and now we were in Target, where my puffy eyes turned to the Valentine’s Day cards. It was Jan. 7, and the breakup felt just as premature as the heart-covered greetings. He nudged me and pointed them out: “Too soon?” I choked out a polite laugh. There is something funny about ending almost three years together in a strip mall in the middle of suburbia. No matter how hard you try, you can’t escape heartbreak or capitalism. — Katrina Schmidt",Katrina Schmidt
525,2019-01-08T16:41:23+0000,Hostile New World,"He popped up. Ten miles away. GPS for sex. Ricardo was visiting Los Angeles from San Diego, the thrum of a music festival pumping through his veins. When I saw him, my heart jumped into my throat, trying to make its way out of my eyes — tears of joy. Now, three years later, we are navigating this increasingly hostile new world, holding hands. Just two queer Latino men finding all the sweetness life has hidden from us. Tying our hearts together to defeat the darkness, like Pablo Neruda did with his Matilde. — Edwin Alexis Gómez",Edwin Alexis Gómez
526,2019-01-08T16:41:23+0000,Phil and Phillip,"My son, Phil, and I came back to New York City from Seattle for the holidays. We rode from Manhattan to Brooklyn in a crowded subway car. A stranger was kind enough to let my child sit. Phil asked his grandpa, Phillip, to sit, and then fell asleep on him. No other seats became available during our hourlong ride. My father has Parkinson’s disease. He struggled but held my son tightly. As we exited the train, his arms shook with fatigue. Decades ago, that same man used to rock me to sleep on packed trains. Those rides were magical to a child. — Kat Lieu",Kat Lieu
527,2019-01-08T16:41:23+0000,Now It’s All Fresh Fish,"We are grandparents. The age when most couples stay put. “We need something new,” I said as our Trader Joe’s fish defrosted in our suburban Maryland kitchen. “Why not sell the house? We’re retired and the kids are settled. And you know it’s been my dream to live abroad while we still can.” My dream, not his. He looked at me, his face inscrutable. Three years, two funerals and two weddings later, we still eat fish for dinner. But it’s caught in Clew Bay, near our home in the shadow of Croagh Patrick. We’re old, we’re new, we’re together, in Ireland. — Roberta Beary",Roberta Beary
528,2019-01-01T20:00:01+0000,"Those Who Diet Together, Stay Together","I wanted a date for New Year’s Eve, so I posted on a dating forum. In my bio, I said I’m a big lady so don’t message me if you can’t handle a real woman. Of the people who replied, one said, “I’m willing to go on a diet with you.” We met in November, dated in December and had our New Year’s date. Four years later, on the eve of the new millennium, we got married. After 18 years together, we are both still dieting but happily in love. — Jane Sattler",Jane Sattler
529,2019-01-01T20:00:01+0000,The Upside of a False Alarm,"“I don’t really know what I’m trying to say,” he said. “But I thought of you when I thought a missile was coming.” He had been in Hawaii, texting me, during last January’s false ballistic missile alert. Post-scare, I remember telling my sister about the stressful ordeal. Incredulous, she chided, “Neither of you confessed your undying love? That tells you everything about the state of your ‘relationship.’” Yes, we’ve never said, “I love you.” But he did think of me when he thought a missile was coming. — Gabriella Etoniru",Gabriella Etoniru
530,2019-01-01T20:00:01+0000,Party of Two,"We moved to New Jersey from Ohio on Jan. 1. A year later, we still had no friends, no invitations for New Year’s Eve. That afternoon, Eli barreled down the stairs to announce that we were having a party. “With who?” I asked. “With each other,” he said. I wore sequins. We danced, played Jenga, wrote predictions and sealed them in an envelope. We left a note in the neighbor’s mailbox saying we liked their Christmas lights. We drank champagne, threw a ball back and forth 200 times, talked with British accents, and, at midnight, we kissed. — Monique Bernstein",Monique Bernstein
531,2019-01-01T20:00:01+0000,“Rushing for a Knife Could Be Alarming”,"For Christmas, I gave him an expensive chef’s knife. It was better than mine, even though I am the more enthusiastic cook. Right after New Year’s, standing in his beige, Burbank living room, he broke up with me without explanation. As I cried and screamed, I thought about the knife in the next room and considered retrieving it. He didn’t deserve that knife. I also knew, in that moment, rushing for a knife could be alarming in a get-you-arrested kind of way. So I didn’t get it. But I still think about that damn knife every day. — Shannon Latimer",Shannon Latimer
532,2019-01-01T20:00:01+0000,Our Gratitude Jar,"We’re supposed to open the jar on New Year’s Day, hung over in our pajamas, reading the little notes of gratitude we had written to each other throughout the year. But I haven’t been able to wait. Every time I saw him pause during a happy evening to write down a memory in his delicate script, I unscrewed the jar, pulled out the Post-it (despite his halfhearted protest) and smiled as I read his words: gratitude for our health, our home, our family, our dog, our friendship and love. Why wait to remind ourselves how good life is together? — Colleen Goodhue",Colleen Goodhue
533,2018-12-25T20:00:01+0000,Seeing Him in the Chili Pepper Lights,"It’s that time again. How do I know? Because of that old string of red chili pepper lights from Albuquerque. We bought them more than 30 years ago for our first Christmas together, yet every one of those chilies still lights up when I plug them in. He’s been gone six years now. Our love died before he did, at least officially, according to the divorce decree. But every Christmas, just like the red chili peppers, my heart glows red and I remember him. — Marla West",Marla West
534,2018-12-25T20:00:01+0000,An Early Goodbye to My Family,"She said she understood why we couldn’t spend Christmas together. I sent her so many “I miss you” texts. “Your parents will come around someday,” she replied. She spent the day alone in our apartment, not texting me much so I wouldn’t sense her sadness. I sensed it anyway. So I said an early goodbye to my family in Kentucky and drove seven and a half hours back to Iowa, arriving in time to sleep next to her under our string lights. That is when I learned what really matters on a day like Christmas: being around the person you love most. — Amanda Hancock",Amanda Hancock
535,2018-12-25T20:00:01+0000,He Won’t Say the ‘L’ Word,"The first Christmas we were newly dating, and I was sure we would be madly in love soon. The second Christmas came during our relationship low: I was disappointed that we had never used the “L” word. I became obsessed with this “saying ‘I love you’ thing,” measuring our relationship against its nonexistence, certain I would not bring him, absent those words, to a third Christmas at my parents’ home. But I could not abide by my own ultimatum. I don’t want to be without him. If you’re reading this, Nick, I love you. — Tara Wilson",Tara Wilson
536,2018-12-25T20:00:01+0000,Memories in a Box,"At home over winter break, I open the box of relics from my first relationship. There are sheafs of handwritten notes, handpicked flowers painted gold, Christmas songs and brass trumpets and photos of high schoolers resplendent in red and green polo shirts, standing among fake Christmas trees and cotton-ball snow. I read through love letters signed with hopeful endings, sonnets expressing feelings that we were not ready to express ourselves. Sitting in my childhood room, I marvel at these precious memories flooding back. This, in itself, is a gift. — Marissa Young",Marissa Young
537,2018-12-18T19:15:55+0000,Trying Not to Love You,"So far away from each other. An ocean and 20 years between us. “I love you, but we need to end whatever this is,” she says. She may be right: We discuss the power imbalance of an older man and a younger woman, the age gap between her and my grown children. Months later we are in the same city again for a day. It doesn’t take a day. Not even a minute. Just a smile and we are back where we started. In love, happy and confused. Confused because we’re trying to fall in love with other people. And it isn’t working. — Nick Williamson",Nick Williamson
538,2018-12-18T19:15:55+0000,For Reza,"I believed that if I did a good enough job acting in his play, I could will my beloved director, Reza Abdoh, not to die. Even though Reza was emaciated, his legs spattered with sarcoma lesions, he still seemed like someone who could scare off death: He had defied AIDS all the years I had been acting in his experimental plays. But when we actors assembled for the first rehearsal of his new play, we learned that he had been placed on life support. I had lost my chance. Or had I? Every play I have done in the two decades since has secretly been for him. — Juliana Francis-Kelly",Juliana Francis-Kelly
539,2018-12-18T19:15:55+0000,FaceTiming Through the Storm,"We met on Tinder while stuck at home during Hurricane Harvey. With nothing to do for three days but wait, we started messaging, then FaceTiming. Houston looked like a lake. But he said he had a truck and could pick me up. We risked it, traveling to Outback Steakhouse, one of the few restaurants open. Judging it too dangerous to drive home, we stayed at my cousin’s house near the restaurant. He left the Navy for us, and nine months after the hurricane, we exchanged vows, becoming husband and husband. — Oliver Perrett",Oliver Perrett
540,2018-12-18T19:15:55+0000,"Out of the Dark, Into the Sea","When the love of my life died of a heroin overdose, I believed love had left my life for good. Then I met Daniel. It was everything I didn’t think was going to work until late one night when he showed me where to find coyotes hiding in the San Francisco hills. His visa was expiring, so we got married at City Hall and celebrated with a giant cake from our local bakery. This love is not high drama, but the love for our baby boy is. Perhaps my boyfriend’s death was the tragedy that allowed me to know the sound of my son’s voice touching the sea. — Molly Welton",Molly Welton
541,2018-12-18T19:15:55+0000,"Grandpa, I’m on the Toilet","My grandfather has dementia. When I was visiting, he barged into the bathroom to give me a newspaper clipping: an article about a boy who programmed robotic hands to play the piano. I guess he didn’t remember that it is not O.K. to walk in on someone on the toilet, but he did remember that the piano is my favorite instrument. There are a lot of things we forget, I’m sure, but I don’t think we ever really forget how to love each other. — Bella O’Connor",Bella O’Connor
542,2018-12-11T17:19:36+0000,Electric Blue Eyes,"He was a senior with electric blue eyes. I was a sophomore with a crush. Introductions turned into lunch, then into a college romance. We were untouchable. But nights squeezed into my dorm bed turned into breakups and “I can’t live without you” reunions. My senior year, two pink lines. He pawned his Martin guitar for a ring and sold his Jeep for a security deposit on a tiny Baltimore rowhouse. I walked across the graduation stage 6 months pregnant. None of it has been perfect. But you know what is? The way our little boy looks at us with the same blue eyes. — Elizabeth Mackey",Elizabeth Mackey
543,2018-12-11T17:19:36+0000,A Rescue Cat Rescued Me,"I met my cat, Talula, on a cold night in 2004 when I was too broke to take Amtrak and too sick to eat dinner. She had been hit by a car but saved by a friend. I was dying from anorexia. I took New Jersey Transit to Philadelphia to pick her up, and I kept her warm with a sweater and sang to her the whole ride home. In New York she slept on my head, sat on my lap and helped me recover. It took 14 years. — Rena Silverman",Rena Silverman
544,2018-12-11T17:19:36+0000,Climbing Mount Fuji,"Huddled several kilometers up Mount Fuji, on a journey harder than we anticipated, Jeff looked into my eyes, which were blurry from crying, and said, “I wonder how many American Express points it would take to have a helicopter pick us up.” Both of us exploded in laughter and tears. I dusted dirt off my body as he extended his hand and pulled me up. We continue up and down our mountain daily, in darkness and light, taking turns being the hand held out and the hand that needs lifting to keep moving forward. — Carrie Ferguson",Carrie Ferguson
545,2018-12-04T20:46:46+0000,Coming Out to My Son,"I said to my 12-year-old son, “You know how men and women date and marry, like I did with Dad before we split up?” He nodded. “Well,” I said, “I’m dating someone but not a man; I’m dating a woman.” He said, “Are you happy?” “Yes,” I said, “Very happy.” “Cool,” he said, “then I’m happy.” A few years later he walked me down the aisle to my soon-to-be wife. — Carrie Platner",Carrie Platner
546,2018-12-04T20:46:46+0000,I Slapped Him Hard,"I was working as a bartender and waitress at BBR (“Burgers, Beer and Rock 'n' Roll”). He was watching a Duke basketball game with his friends. When I came over, his friends begged me to slap him. Apparently, he had lost a bet, a slap bet. I asked my boss if I could slap this cute customer. My boss said yes. So I slapped him hard on his left cheek, and it must have been an amazing slap because here we are madly in love four years later. — Laura Pomales",Laura Pomales
547,2018-12-04T20:46:46+0000,When Love Is a Recipe,"Chopped celery and squared potatoes waiting in the fridge. On the counter, a jug of water and a slow-cooker filled with dried peas. On the lid, a tiny note from my husband, the professional chef, to me, who burns water. “At noonish: 1. Add water 2. Add veggies 3. Stir 4. Plug in 5. Forget.” His sweetly crooked handwriting. His unconditional faith in me. Between steps 4 and 5, it hit me. Married love is seldom about the grand gesture. Sometimes it simply shows up as a recipe from your partner, helping you make a tasty pot of soup. — Meagan Fratiello",Meagan Fratiello
548,2018-11-27T20:12:46+0000,“I Miss Daddy”,"My longhaired 5-year-old came back from the weekend at his father’s house wearing his father’s hat. He wouldn’t take it off. “I miss daddy,” he said. There were no tears. No tantrums. No whining. He stated the facts. It just was, and he accepted it. I wondered at my son’s strength, at his heartache. My parents aren’t divorced. I don’t know what it’s like. That night he fell asleep sucking his thumb and wearing his father’s hat. — Amy Okura",Amy Okura
549,2018-11-27T20:12:46+0000,The Power of Bitmoji,"Once upon a time, my partner sent me a sweet text while I was home caring for our baby. Seeing his Bitmoji avatar elicited an oxytocin surge so strong that my postpartum milk let down. If that’s not an expression of love, I don’t know what is. — Jenn Clifford",Jenn Clifford
550,2018-11-27T20:12:46+0000,A Terrible Idea That Works,"I was 18, a privileged English girl in Georgia for the summer. I had dropped out of high school and was jumping from one minimum wage job to the next. She was 46, a Sunday school-teaching Southerner who was going to save my soul for Jesus. We met riding horses and fell in love by accident, without realizing what was happening until it was too late. Now we’re married. I’m an Ivy League professor and she’s retired. Our daughter is 15. After 26 years, it’s still a terrible idea, but it works. — Rose Nolen-Walston",Rose Nolen-Walston
551,2018-11-20T17:56:17+0000,Things Tinder Dates Offered Me,"Some things Tinder dates offered me (that are not sex): jars of jam, help hanging shelves, a ride to the airport, hangover sundae with peanuts, shortcuts across Durham, Costco visits, a planning commissioner’s phone number, a medical consultation, a visit to a Georgia O’Keeffe exhibit, sympathy, homemade pumpkin bread, stories about their mothers, the best swimming holes, long hugs that stay hugs. I thought online dating would be about physical need, but instead I’ve experienced so many small intimacies. Still about need. Almost about love. — Sarah Morris",Sarah Morris
